artists,artist_popularity_api,artist_peak_popularity,artist_track_count
SG Lewis;Ty Dolla $ign;Lucky Daye,29.57,67,7
Sgt. Papers,28.0,28,1
Sha Bro,18.0,18,1
Shaan;Kavita Krishnamurthy,60.33,62,3
Shaarib Toshi;Arijit Singh,66.25,71,4
Shabareesh Varma,22.0,22,1
Shabba Ranks,27.0,27,1
Shachina Heggar,46.0,46,1
Shackled,29.0,30,2
Shaddy Danny;Nivahshini,30.0,30,1
Shade Empire,18.0,18,1
Shade k,12.0,15,12
Shadowfax,23.0,23,2
Shady Moon,58.33,71,9
Shadya Lan,48.0,54,2
Shae OT,62.0,62,1
SHAED;Jauz,64.25,69,4
Shafqat Amanat Ali,63.33,69,6
Shaggy,41.43,79,7
Shaila Dúrcal,29.0,31,4
Shaka,37.5,38,2
Shaka Ponk,34.0,37,2
Shaker,62.0,62,1
Shakin' Stevens,51.27,63,11
Shakira,70.36,90,11
Shakti Sivamani,41.5,42,2
Shallou,57.8,62,5
Shaman's Harvest,33.5,52,4
Shamanes Crew,33.04,46,24
Shamoon Ismail,47.94,51,16
Shamrain,47.67,51,3
Shane Mauss,21.75,24,4
Shane O,17.14,51,7
Shane & Shane,46.81,53,16
Shaneil Muir,26.67,28,3
Shania Twain,37.69,78,13
Shankar;Ehsaan;Loy;Alisha Chinai;Shankar Mahadevan;Gulzar,49.1,59,10
Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Mahalakshmi Iyer;Gulzar,61.83,68,18
Shankar Mahadevan,59.87,67,15
Shannon & Keast,45.0,45,1
Shannon & The Clams,25.62,32,37
Shantanu Avinashi,46.0,46,3
Shanti People,35.38,50,8
Shapeshifter,19.67,27,15
ShaqStar,27.0,27,1
Sharaktah,38.0,39,2
Sharam Q,37.0,37,2
Sharapov,0.38,1,8
Sharaya J,34.0,34,1
Sharif,30.17,36,6
Sharkbite,31.0,31,1
Sharon Kwan;Karencici,22.0,22,1
Sharon Van Etten,59.5,60,2
Sharyn,17.5,18,4
Shashk Tiwari,42.67,44,3
Shashwat Singh,7.0,7,1
ShaSings;Xtreeemit,71.0,71,1
Shastro,36.2,42,5
Shatta Wale,24.5,47,2
SHAUN,72.0,73,2
Shaun Escoffery,29.0,29,2
Shaver;Billy Joe Shaver,15.0,25,7
Shavi,43.0,44,2
Shawn Mendes,39.57,86,35
shawn pink,41.0,41,1
Shawn Yue,9.0,18,2
She/Her/hers,25.0,25,1
She Past Away,28.33,38,6
SHE'S,0.0,0,1
Sheba Potts-Wright,36.5,39,2
Sheezay,29.0,29,2
Sheff G,72.0,73,2
Sheila E.,35.0,35,1
Shekhar Ravjiani;Caralisa Monteiro,59.5,60,2
Sheku Kanneh-Mason;CBSO Cellos,0.0,0,1
Shemdon,24.0,24,1
Shemhamforash,47.0,47,2
Shenseea,50.3,62,10
Sheppard,23.33,70,6
Sherie Rene Scott;Lindsay Mendez;Betsy Wolfe,28.0,29,2
Sheriff Callie;Peck;Toby,28.0,28,1
Sheryl Crow,7.67,68,18
Shi Shi,41.33,49,3
Shiba San;Millad,29.43,52,7
Shibb,61.0,61,1
Shierro,65.0,65,1
Shift K3Y,48.71,66,7
Shiga Lin,52.0,54,2
Shikao Suga,27.0,27,1
SHIKI THEATRE COMPANY,21.5,32,20
Shiki-TMNS;Kodama Boy;Big Gay,56.67,61,3
Shiloh Dynasty;Shiloh Beat,55.47,74,15
Shimon;Andy C,20.5,25,6
Shin Fujishima;Tokyo Philharmonic Chorus;Natural Notes,31.0,31,1
ShinE,38.0,46,2
Shinedown,26.94,69,52
SHINJIRO ATAE (from AAA),19.75,21,4
Shinsei Kamattechan,60.12,66,8
Shinya Miura,38.0,38,1
Shiritsu Ebisu Chugaku,21.15,32,85
Shirley Carvalhaes,41.67,44,12
Shirley Clamp,37.0,37,1
Shirley Kwan,34.6,47,5
Shiro Sagisu,52.0,52,1
shirobeats;Trap Music Now;JOEHDAH,49.0,49,1
SHISHAMO,40.5,55,4
Shit Present,39.0,39,1
ShitKid,23.5,26,4
Shiv-R,20.5,21,2
Shivansh Jindal;Salim–Sulaiman,36.0,36,2
Shivered,0.14,1,7
Shivkumar Sharma,30.0,30,1
Shizuka Kudo,32.5,34,2
Shlømo,47.0,47,1
Shobha Gurtu,29.0,29,1
Shocking Blue,64.0,64,1
Shockline;Haley Maze,45.0,45,2
ShockOne,40.83,52,6
Shockwave,21.0,21,1
Shoffy,58.0,59,2
Shogo Hamada,32.8,35,15
Shogun,55.33,57,3
Shoko Nakagawa,56.0,56,1
Shola Ama,13.0,26,2
Shonan No Kaze,43.33,50,3
Shoshana Bean,22.0,27,6
Shota Shimizu,36.0,36,1
Shouse,79.5,81,2
Shout Praises Kids,47.0,47,1
Show Dem Camp;Tems,54.0,54,1
Show Of Hands,29.0,29,1
Showtek,31.83,56,24
Shozzy,36.0,36,1
Shpongle,40.25,44,4
Shredder 1984,30.0,44,2
Shrey Singhal,66.0,66,1
Shreya Ghoshal,55.27,71,15
Shreya Jayadeep,22.0,25,3
Shrimp,64.0,64,1
SHRK;Shiloh Dynasty,57.4,69,15
shrub.beats,46.0,46,1
Shuba Music,40.0,40,1
Shubh,77.8,83,5
Shubham Kabra,40.0,41,4
Shuta Sueyoshi,29.0,48,3
ShuuKaRen,23.0,24,2
SHY FX;T. Power,28.85,58,13
shy martin,57.53,68,15
Si Cranstoun,26.0,26,1
Sia,46.0,82,17
SIAM SHADE,33.5,34,2
Sian,41.0,41,1
Siavash Amini,2.39,9,31
Sibel Can,40.0,40,1
Sick Individuals,50.6,55,5
Sick Of It All,30.0,30,1
Sick Puppies,57.57,66,7
Sick Thoughts,23.0,23,1
Sickbrain,34.75,36,4
Sickflip;Ritviz;Seedhe Maut,44.09,51,11
SID,56.2,60,10
Siddhant Bhosle;Sukriti Kakar,42.0,42,1
Siddharth Slathia,65.0,65,1
Siddhi Ture,47.0,47,1
Siddhu Kumar;Vineeth Sreenivasan;K. Sivaangi,65.0,65,1
Siddiq Ansari;Marcus. M,40.0,40,1
Sidecars,0.0,0,1
Sideline,24.0,28,3
Sidezz,35.0,35,1
Sidhu Moose Wala,64.44,78,81
Sidiki Diabaté,0.0,0,2
Sidney Charles;DJ Sneak,0.0,0,1
Sido;K.I.Z,40.0,40,1
Sidonie,27.5,55,2
Siebenbürgen,19.0,19,1
Sielunvihollinen,19.5,21,2
Siempre Asi,0.0,0,1
Siempre Me Dejas,33.0,33,1
SIERRA,32.0,48,4
Sierra Hull,21.5,24,2
Siesta Beats,36.5,41,2
Sigala,72.12,77,8
Sigh,17.5,18,2
Sight of Emptiness,25.0,25,1
Sighter,35.0,35,1
Sigma,34.26,62,23
Sigmar Solbach;Karl Schulz;Stefan Fredrich;Chorus - Pocahontas,21.0,21,1
Sigmun,27.0,27,1
Signs of the Swarm,21.5,22,4
Sik World,56.14,70,7
Sikdope,49.57,54,7
SIKEM,26.0,26,1
Sikkil Gurucharan,34.33,38,3
Silambarasan TR;Andrea,56.33,57,3
Silbermond,19.5,39,2
Silence Wang;BY2,60.0,60,2
Silent Circle,54.0,55,2
Silent Knights,39.4,60,25
Silent Ocean,49.0,62,6
Silent Path,0.0,0,4
Silent Poets;Leila Adu,50.0,50,1
SILENT SIREN,19.42,20,12
Silience,53.5,54,2
Silk Boss;Shabdon Records,25.0,25,1
Silk City;Dua Lipa;Diplo;Mark Ronson,74.0,74,1
Silk Mhake,22.5,39,2
Silk Route,49.5,56,4
Silla;Sarah Gad,37.0,37,1
Silly Kidz,7.0,7,2
Siloé,60.0,60,1
Silva & Guerra,28.0,28,1
Silva Sax,46.5,49,2
Silvanno Salles,41.95,49,21
Silver Roses,60.0,60,1
Silverchair,42.4,65,10
Silverstein,42.44,59,9
Silvia Infantas Y Los Condores,42.5,43,2
Silvia Kaufmann,24.0,24,1
SiM,50.6,73,15
Simão,43.0,43,1
Sima Jones,25.5,33,4
Simeon Oliver,59.0,59,1
Simina Grigoriu,18.33,19,3
Simon Casey,47.0,48,2
Simon Doty,37.0,37,1
Simon & Garfunkel,69.2,75,5
Simon King,21.4,23,5
Simon Kouskounis,19.0,19,1
Simon la Letra,43.1,48,10
Simon Patterson,22.0,22,1
Simon Webbe,51.5,58,2
Simon Wester,40.6,48,10
Simone;Zélia Duncan,39.0,39,1
Simone & Simaria,46.73,51,11
Simple Minds,28.53,74,15
Simple Plan,49.06,72,31
Simpleton;Mark Topsecret,21.0,21,1
Simply Red,16.75,71,16
Sinéad O'Connor,74.0,74,2
Sina Shoaie;Sohrab Motabar;Soheil Soheili,0.0,0,1
Sinan Akçıl;İrem Derici,37.0,37,1
Sing n Play,48.0,48,1
Single,28.5,30,2
Sinizter;Pharmacist;Ghostface Playa,50.0,50,1
Sinoda,59.0,65,3
Sins Of Insanity,22.75,25,4
Sinsinati;Álvaro De Luna,60.0,60,1
Siouxsie and the Banshees,8.64,64,45
Sir Charles Jones,34.0,37,9
Sir Chloe,73.0,73,1
Sir Lord Baltimore,27.0,27,1
Sir Martin Walker,60.0,60,1
Sir Peanut,32.0,32,1
Sirenia,21.11,24,9
SirensCeol,34.0,34,2
Sirkazhi G. Sivachidambaram,30.0,30,1
Sirkazhi Govindarajan,36.12,47,17
Sissel,23.57,31,7
Sissy Bar,17.0,17,1
Sister Machine Gun,21.0,21,1
Sister Nancy,67.0,67,2
Sister Sadie,27.0,27,1
Sister Sledge,33.25,71,4
Sisyfuss,51.5,55,2
Sita Chan,51.5,53,2
[:SITD:];Dennis Schober,22.0,22,1
Sivarni,57.0,57,1
SIX,61.17,64,6
SIX LOUNGE,32.0,32,1
Sixx:A.M.,54.67,62,3
Sizzla,7.4,29,5
SJUR;Chris Crone,47.5,53,2
SKÁLD,1.0,1,1
Ska-P,28.0,28,1
Skaldik,35.0,35,1
Skales,55.0,55,1
Skank,42.82,45,17
Skankin' Pickle,34.0,34,1
Skaparapid,28.5,30,2
Skarlett Riot,24.0,24,1
Skay Beilinson,41.12,44,17
Skazi;Blastoyz,38.5,44,2
SKE48,22.75,26,4
Skeets McDonald,14.5,16,2
Skeez;Rapido,38.0,38,1
Skegss,28.5,29,2
Skeletal Family,35.0,35,1
Skelly,35.33,37,3
Skeng,47.36,59,14
Ski Aggu;SEZA,37.0,37,1
Skid Row,33.0,70,12
Skillet,40.96,77,50
Skillibeng,34.56,60,18
Skin On Skin,65.0,65,1
Skindred,17.12,59,16
Skinless,21.75,24,4
Skinny Atlas;Laeland;Snøw,53.18,67,11
Skinny Cap,17.0,33,3
Skinny Puppy,21.43,22,7
Skober,18.5,19,2
Skold;KMFDM,20.0,20,1
Skrillex;Damian Marley,68.82,71,11
Skrude,50.0,50,2
Skrux,47.5,48,4
Skullcrusher,24.0,24,1
Skunk Anansie,27.5,28,2
Skurken,9.22,11,9
Sky Ferreira,49.17,55,6
SKY-HI;3RACHA of Stray Kids,60.0,60,1
Sky McCreery,62.67,68,6
SKY WU,56.0,56,1
Skyforger,17.0,18,2
Skylab,41.0,41,1
Skylar Grey,49.75,73,20
SKYND,49.0,49,1
Skypeace,39.5,42,2
Skyy,33.0,33,1
slån,29.2,45,5
Slabdragger,21.0,21,1
Slag Boom Van Loon;Boards of Canada,28.0,28,1
Slam,19.33,20,3
SLANDER;Dylan Matthew,51.59,67,69
Slank,38.65,48,31
Slap It Out,29.0,29,1
Slapshock,39.0,39,1
Slash;Adam Levine,25.0,40,3
"Slaughter Beach, Dog",63.0,63,1
Slaughter to Prevail,54.25,60,16
Slayer,58.64,73,25
slchld,62.5,66,4
Sleep Baby Sleep;Meditation Awareness;Sleep Sound Library;Outside Broadcast Recordings;Deep Sleep,38.14,51,22
Sleep Miracle,80.0,80,1
Sleep Recording Sounds,34.0,34,1
Sleep Sound Library,35.75,37,4
Sleep Sounds of Nature,36.0,36,1
Sleep Surgeon,41.0,41,2
Sleep Therapist,59.0,59,1
Sleeperstar,43.0,43,1
Sleeping At Last,53.38,73,40
Sleeping With Sirens,46.17,62,6
Sleeping Wolf,57.0,57,1
Sleepless Eye,63.5,65,2
Sleepy Clouds,67.0,67,1
Sleepy Fish,54.0,54,1
Sleepy Hallow,73.33,81,6
Sleepy Moon,58.0,58,1
Sleepy Sounds,44.0,44,1
Sleepy Times,32.83,35,6
Sless Praismo,26.77,45,13
Slim Cessna's Auto Club,21.0,21,1
Slime,37.5,38,4
Slipknot,52.55,80,33
slipmami;Leo Justi;AG Beatz,46.0,46,1
Slippy;Ace Aura,47.25,53,8
SLKBTS,37.0,43,2
Sllash & Doppe,0.0,0,2
Sloan,25.0,30,5
Sloppy Seconds,24.33,30,6
Slot Machine,59.0,59,1
Slow Meadow,54.5,57,2
Slow Pulp,56.0,56,1
Slowgold,24.62,32,13
Slowly Slowly,34.75,40,4
Slugdge,21.0,21,1
Slushii;Aviella,53.17,56,6
Sly & Robbie,28.0,28,1
Sly & The Family Stone,67.0,67,2
Sly Withers,34.59,42,22
Small Faces,34.0,34,3
small query,19.0,32,2
Smart Books,49.25,58,4
Smartface,18.73,40,22
SMASH Cast,22.78,26,9
Smash Mouth,8.4,79,20
Smash Stereo,41.5,44,2
SMD,21.0,22,2
Smerz,22.0,22,1
Smg;Atteev;Frntflw,28.0,28,1
Smile on the Sinner,25.0,25,1
Smith & Thell,60.0,60,1
Smitten,35.0,37,6
Smoke City,56.0,56,1
Smokey Robinson,0.0,0,2
Smokey Robinson & The Miracles,0.0,0,22
Smoking Popes,22.0,25,4
Smooth,16.0,16,1
Smyang Piano,39.14,57,56
Snøw,47.5,64,6
Snake-Bite,22.0,22,1
Snake River Conspiracy,22.4,24,5
Snakebite,24.0,24,1
Snakehips;ZAYN,58.0,58,3
SNAP!,22.17,27,6
Snavs,35.0,57,6
Snazzy,55.5,58,2
Sneaker Pimps,41.5,55,2
Sneaky Pete & Cool Cats,23.0,23,1
SNFU,34.0,34,2
SNJ,49.0,49,3
Snog,23.0,23,1
Snoh Aalegra,0.25,1,16
Snoop Dogg;Wiz Khalifa;Bruno Mars,23.34,78,29
Snot,33.0,33,1
Snow,0.0,0,2
Snow Patrol,80.0,80,1
Snowstorm,36.0,36,2
Snowy White,54.4,60,5
So Jao,59.0,59,1
So La Lune,34.43,36,7
So_nny,48.0,48,1
So Preto Sem Preconceito,40.25,42,4
So Solid Crew,25.0,25,1
Soaked Oats,26.0,26,1
Social Distortion,36.2,38,5
Social Kid,37.0,37,1
Soda Stereo,39.83,46,71
Sodagreen,51.9,64,10
Sodhivine,33.0,33,1
Sodom,15.67,22,6
SOEL,33.0,33,1
Sofía Reyes;Jason Derulo;De La Ghetto,25.44,79,18
Sofa Surfers,48.5,51,4
Sofia Karlsson,35.0,36,2
Sofia Kourtesis,55.0,55,1
Sofiane,16.5,33,2
Soft Cell,31.4,79,5
Soge Culebra;Mora;GARABATTO,69.0,69,1
Sohail Sen;Mohit Chauhan;Taraannum Mallik;Kausar Munir,63.0,67,4
Soham Naik;Antara Mitra;Uddipan Sharma,64.0,64,1
Soheil Soheili,0.0,0,9
Sohn Aelia,67.5,74,2
Sohodolls,64.0,64,2
Sohrab Motabar,0.0,0,1
Soil,38.25,57,4
Soilent Green,14.33,21,12
Soilwork,50.0,58,5
Soko,54.0,59,2
Sokoninaru,42.0,42,1
Sokrat St,41.25,44,4
Sol3 Mio,22.4,24,5
Sola Vimi,60.0,60,1
Solace Her,40.0,40,1
Solange Almeida,41.6,44,5
Solar Fields,46.0,48,2
Solardo,37.5,59,6
Solarstone;Stoneface & Terminal,16.0,48,3
Soldat Louis,32.0,32,1
Soleá Morente,0.67,2,3
Soledad,43.0,43,1
Soledad Villamil,23.0,28,2
Solee,39.4,42,10
SoLeo,29.0,29,1
Solex,20.0,20,2
Soli Deo Gloria,27.0,27,2
Solitude,24.0,24,1
Solo Tango Orquesta,16.86,19,7
Solomon Burke,2.91,67,23
Solomun,27.02,55,47
SoLonely,49.0,49,4
Soltan;Shaquille O'Neal,41.0,41,2
Solteirões do Forró,38.5,39,2
Soly,40.0,40,1
somanshu;Nikhita Gandhi;Yashraj;Lost Stories,41.0,41,1
Something Corporate,0.0,0,3
Something Good,44.67,49,3
SomeWhatSuper;Abid Brohi,35.0,40,2
Somlata And The Aces;Somlata Acharyya Chowdhury,44.0,44,1
Somna;Julie Thompson,0.0,0,1
Somos Nós A Justiça,46.0,46,2
Son By Four,29.0,29,1
Son&Dad;Filip Nordin,38.0,51,2
Son Feci Bisiklet,40.0,43,3
Son Mieux,0.0,0,1
Son Palenque;Cerrero;El León Pardo,24.0,24,1
Son Tentación,30.0,30,2
Sona Mohapatra,65.67,67,3
Soner Arıca,38.0,38,1
Soner Sarıkabadayı,40.0,40,1
Songs From The Road Band,23.0,23,1
Sonia Rivas,30.73,41,11
Sonic Area,12.0,12,1
Sonic Boom Six,26.67,28,3
Sonic Journey,46.0,47,6
Sonic Syndicate,52.0,52,1
Sonic Wine,24.75,27,4
Sonicdriver,22.0,22,1
Sonidos De Aves,26.0,26,1
Sonmi451,12.0,15,5
Sonny Boy Williamson II,45.0,60,4
Sonny & Cher,65.0,65,1
Sonny Chillingworth,21.0,21,1
Sonny Fodera;Ella Eyre,43.0,67,28
Sonny Lim,22.0,23,7
SONNY NITEZ,52.0,52,1
sonolon,25.14,31,7
Sonora Carruseles;Arnold Moreno,29.0,29,1
Sonora de Llegar,36.0,37,5
Sonora Maracaibo,33.6,41,5
Sonora Ponceña,27.0,27,2
Sonora Skandalera,35.5,37,2
Sons Of Maria,50.67,58,3
Sons of Perdition,21.0,21,1
Sonu Nigam,36.92,66,24
Soo Wincci,21.0,21,1
Soolamangalam Sisters,40.33,46,6
Soolking;Boro Boro,48.9,79,10
Sooraj Santhosh,61.0,63,2
Soothe My Soul,58.0,58,2
Soothing Chill Out for Insomnia,39.0,39,1
"Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief",35.5,39,4
Soothing White Noise for Relaxation;Sleepicious;Rest & Relax Nature Sounds Artists;Sounds of Nature Relaxation,35.0,35,1
Soothsayers,18.0,18,2
Sophia Anne Caruso,44.0,62,2
Sophia Rain,32.0,32,1
SOPHIE,44.0,53,11
Sophie and the Giants;Benny Benassi;Dardust;Astrality,0.0,0,1
Sophie Chen,59.0,59,1
Sophie Ellis-Bextor,20.67,62,3
Sophie Hutchings,59.0,59,1
Sophie Pecora,48.75,61,8
Sopico,33.0,34,2
Soprano,43.0,55,2
Soró Silva,37.75,39,4
Soraya,30.33,60,3
Soraya Moraes,44.33,47,3
Sore Throat,14.5,18,6
Sorrel Hauer,55.0,55,1
Sorriso Maroto,47.35,60,66
sorrow,48.0,49,2
Sosnowski,36.0,36,1
Sotam,51.0,52,3
Sote,8.0,12,5
Soul Asylum,64.0,72,2
Soul II Soul;Caron Wheeler,23.75,66,4
SoulBeatz,41.0,41,1
Soulfly,16.44,56,16
Souljah,38.29,44,7
Souls Of Mischief,71.0,71,2
Soulsearcher,32.0,32,2
Soulwax,0.0,0,1
Souly Had,59.0,59,1
sound butler,30.0,38,5
Sound Convoy,33.2,38,5
Sound Ideas,33.0,34,2
Sound Library XL,31.0,31,2
Sound Quelle,52.5,53,4
Sound Rush,21.0,52,7
Sound Sleeping,35.33,39,3
Soundgarden,32.55,77,29
Soundtopia,58.0,58,1
Source Direct,15.0,15,1
sourja,33.0,33,1
Soushi Sakiyama,48.0,48,1
South Austin Jug Band,20.0,20,1
Southern Culture on the Skids,25.67,27,6
Southern Structure,7.0,7,1
Southstylers,22.0,22,1
Soweto,41.44,47,18
SOYOU,61.0,61,1
"Spa;Sounds Of Nature : Thunderstorm, Rain;White Noise Meditation",34.2,39,5
Space 92,50.4,54,5
Space Food,41.0,41,1
Space Motion,41.4,48,5
Spacecraft,38.0,38,1
Spacetactular,63.0,63,1
Spade427;Info,40.5,41,2
Spag Heddy,43.43,46,7
Spandau Ballet,37.29,69,21
Sparks,10.86,26,7
Spartaque,26.0,35,2
Spear Of Destiny,21.33,23,3
Special Consensus,29.0,29,1
Special Krew;Arjon Oostrom,28.5,30,2
Special M,35.5,36,2
Specimen,22.0,22,1
Specktakel,18.0,36,2
SpectraSoul,21.33,46,6
Spectre,21.0,21,1
SPEECHLESS,54.67,58,3
Speed Machine,16.0,16,1
Speedometer,18.67,22,3
Speedwolf,17.0,17,1
Speedy West,29.0,29,1
Spektre,22.0,45,4
Spelloppmaker,42.0,42,1
Spencer Brewer,22.0,22,1
Spencer Brown;Ben Böhmer,45.0,45,2
Spencer Crandall,58.0,61,2
Spice,45.36,74,33
SPICY CHOCOLATE;Tak-Z;Kotobukikun,36.0,36,1
Spider ZED,35.5,37,4
Spidergawd,25.5,26,2
SPINALL;Fireboy DML,58.0,65,6
Spineshank,10.8,28,15
Spinning Jennies,20.0,20,1
Spirit Architect,32.0,32,1
Spiritbox,22.08,56,13
Spiritualized,54.0,54,1
Spite,23.0,23,1
Spitfire,29.0,29,1
SPITZ,36.0,37,3
Splender,25.0,25,1
Splinta;Rising Altitude,43.0,43,1
Split Lip Rayfield,25.5,30,4
Splitloop,11.0,11,1
Spongebob Squarepants,38.5,47,2
Spookie Blue,19.0,19,1
Spootlajtz,34.0,34,1
Spor,18.0,21,5
Sportfreunde Stiller,0.0,0,3
Sportlov,12.0,12,1
Sports,70.0,70,1
Spotlight Musicals;Sabrina Weckerlin;Dennis Martin,24.5,28,6
Spragga Benz;Lady Saw;Rookie Production,25.0,25,1
Spuntic,0.06,2,36
Sputnik,39.0,39,1
SPYAIR,53.05,57,21
Squad-E,16.0,16,1
Squash,26.25,27,4
Squash Bowels,13.5,15,2
Squeeze,26.29,61,35
Sr. Bikini,40.0,40,1
SRB,19.67,23,3
Sreevalsan J. Menon,29.0,29,1
Sricharan Pakala;Anirudh Ravichander,58.5,60,2
Srinivas,57.0,57,2
ssshhhiiittt!,53.71,59,7
St. John's Children's Choir,21.0,21,1
St. Lucia,55.0,55,1
Stéphane Grappelli;Joe Pass;Niels-Henning Ørsted Pedersen,0.0,0,1
ST-Saint,19.0,20,2
St. Vincent,1.0,1,2
Stabbing Westward,23.0,23,1
Stabil,42.2,48,10
Stacey Pullen,7.0,12,5
Staffan Hellstrand,36.0,36,1
Stailok,45.0,45,1
Stain the Canvas;Call Me Karizma,50.0,50,1
Staind,30.11,66,18
Stalag 13,29.0,29,1
Stalk Ashley;WSTRN,0.0,0,4
Stam1na,24.83,37,58
Stan Getz;João Gilberto;Astrud Gilberto;Antônio Carlos Jobim,38.0,68,8
Stand Here Alone,41.64,49,11
STANOVSKY,38.0,38,1
Stanton Lanier,24.6,28,10
Stanton Warriors,15.31,40,29
Stap,42.86,46,7
Stapes,42.0,42,2
Star Darlings,36.0,38,2
Star Feminine Band,21.0,21,2
Starfarer,17.0,17,1
Starfield,48.8,52,5
Starla Edney,63.0,63,1
Starley,54.62,64,8
Starlit,36.0,36,1
Starpoint,54.0,54,1
Stars Of The Lid,50.0,50,1
Starsailor,16.67,48,3
STARSET,73.0,73,1
Starshooter,32.0,32,1
Start Rap;Filipe Ret,43.0,43,1
State of Mind,17.67,19,3
State of Sound,48.0,48,1
Stateless,57.0,57,1
Static & Ben El;Pitbull,57.0,57,1
static breather,37.5,41,2
Static-X,24.81,64,27
Status Quo,60.75,65,8
Staut,46.0,46,2
Stavros Sounds,47.0,47,1
Stavros Xarhakos;Nikos Dimitratos,25.0,28,3
Stavroz,58.0,58,1
Staya Staya,36.0,36,1
STAYC,72.0,74,4
Staysick,35.0,35,2
Stealers Wheel,26.0,78,3
Stebin Ben,70.0,74,3
Steel Pulse,25.38,55,13
STEELHEART,52.0,55,4
Steelism;Ruby Amanfu,21.0,21,1
Steely Dan,19.12,73,24
Steep Canyon Rangers,21.83,23,6
Stefan Andersson,36.0,37,2
Stefan en Sean;Bram Krikke,25.5,29,2
Stefan Peters,32.0,32,1
Stefan Stürmer,28.0,29,2
Stefan Sundström,36.0,36,2
Stefanie Sun,48.71,62,14
Steffen Jürgens,31.0,31,1
Stefflon Don,50.0,69,8
Steget,24.67,31,6
Stein,24.67,28,3
Stella Jang,58.0,58,1
Stella Laura,41.88,46,8
Stella Starlight Trio,0.0,0,1
Östen Med Resten,37.0,37,1
Östen Warnerbring,34.0,34,1
Stendeck,9.67,11,3
Stepfather Fred,25.0,32,2
Stephan Bodzin,34.3,50,37
Stephan Jolk,41.2,45,5
Stephan Moccio,47.59,69,22
Stephanie,39.0,39,2
Stephanie Cheng,45.75,48,4
Stephanie Ho,20.0,20,1
Stephanie Hsu;'Be More Chill' Ensemble;Be More Chill,36.5,52,2
Stephanie J. Block;Teal Wicks;Micaela Diamond,22.11,25,9
Stephanie Middleton,54.5,60,2
Stephanie Mills,15.5,30,2
Stephen,60.0,60,1
Stephen Barton,40.0,42,2
Stephen Lynch,24.74,30,27
Stephen Sanchez,45.27,90,49
Stephen Sondheim,23.19,47,16
Stephen Speaks,64.75,67,4
Stephen Zechariah,62.57,68,7
Stephy Tang,33.0,46,2
Steppenwolf,21.77,73,26
STEREO DIVE FOUNDATION,47.4,50,5
Stereo Express,37.67,45,6
Stereoact,20.91,35,23
Stereoclip,53.5,54,4
Stereomud,24.0,24,1
Sterkøl,50.0,50,1
Sterling Void,8.69,19,13
Österreich,51.0,51,1
Steve Angello;Laidback Luke;Robin S,61.0,61,1
Steve Aoki;BTS,60.14,63,14
Steve Arrington's Hall Of Fame,29.0,29,1
Steve Brian;RENÉE;Disfunktion,53.0,55,5
Steve Bug,19.5,20,2
Steve Byrne,22.0,22,1
Steve Chou,49.5,55,2
Steve Dekay,44.0,44,1
Steve Earle,0.0,0,10
Steve Hofstetter,20.0,20,1
Steve Ivey,12.5,13,2
Steve Kazee;Cristin Milioti;Once Ensemble,42.0,46,2
Steve Kroeger;Life of Kai,56.0,56,1
Steve Martin;Steep Canyon Rangers,22.67,25,12
Steve Miller Band,13.67,74,48
Steve Petrunak,26.86,42,7
Steve Poindexter,9.0,15,4
Steve Pulvers,24.25,26,4
Steve Rannazzisi,23.57,25,7
Steve Reich;Daniel Hope;Simos Papanas;Kammerorchester Basel,0.0,0,1
"Steve ""Silk"" Hurley;Vernessa Mitchell;Ricky Dillard;New G.",12.0,41,11
Steve Vai,45.5,54,6
Steve Winwood,0.0,0,8
Steven Pasquale,24.2,29,5
Steven Price,51.0,55,3
Steven Wilson,46.5,47,2
Stevie Ray Vaughan,61.0,67,4
Stevie Wonder,1.06,75,236
Stick To Your Guns,26.62,29,8
Stiftelsen,37.0,38,3
Stigmata,44.0,44,1
Stil & Bense,0.0,0,2
Still Corners,59.0,59,1
Still Fresh,32.0,32,1
Still Virgin,48.0,48,3
Still Woozy,6.0,76,13
Stimming,42.0,42,1
Stitched Up Heart,22.25,23,4
Stiv Bators,21.0,22,2
Stive Morgan,43.0,46,5
Stochelo Rosenberg,22.0,22,1
Stone Lions,11.0,11,1
Stone Sour,61.29,71,7
Stone Temple Pilots,39.1,73,20
Stonebwoy,27.5,55,2
Stoned Jesus,46.0,46,1
Stonewall Jackson,14.95,49,19
Stoney LaRue,41.0,41,2
StopLock,25.0,25,1
Stormerz,29.25,54,4
Stormlord,17.0,17,1
Story Of The Year,61.0,66,2
StoryBots,0.0,0,2
Stoto,45.8,49,5
Stract;Shiloh Dynasty,54.29,68,7
Straight Answer,31.5,32,4
Straight Line Stitch,27.0,27,1
Strange,52.0,52,1
Strange Alias,50.0,50,1
STRANGE REITARO,32.0,32,1
Strangled;Pintglass,23.0,23,1
Strapping Young Lad,31.67,50,3
Stratotune,34.5,45,2
Stravaganzza,27.0,27,1
Strawberry Alarm Clock,0.0,0,2
Strawberry Guy,74.5,77,2
Strawberry Switchblade,57.0,57,2
Stray Cats,23.0,23,1
Stray From The Path;Cody B. Ware,22.0,22,1
Stray Kids,73.09,82,22
Stream of Passion,21.5,22,2
Street Academics,30.0,46,9
